,LabChemTestSID,LabChemTestName,Units,LOINCSID,LOINC,Component,TopSID,Topography,p1,p5,p10,p25,p50,p75,p90,p95,p99,n,min,max
295,453,infant length,ft,,14958-3,tape,,body length,1.275838708,1.387467612,1.416831396,1.50094559,1.576491389,1.664048836,1.732896562,1.774190711,1.885177888,563,1.223833972,1.950046418
296,137,infant length,ft,,14958-3,infant body measurement tape,,body length,1.232370846,1.272662065,1.331004124,1.465858468,1.519001033,1.613311487,1.68528522,1.710933818,1.795173642,25,1.22099074,1.819948471
297,466,length,cm,,14957-5,tape,,body length,43.68190657,44.81508514,45.78514655,47.99248761,49.98873436,52.31138138,53.93850412,55.12440235,56.07863854,258,42.04439434,57.08082159
298,80,infant length,cm,,14958-3,infant body measurement tape,,body length,42.80504917,45.06694356,46.06066162,47.73980541,49.54475045,51.90361365,53.99430512,55.82336953,58.08156924,175,40.86996442,60.66984315
299,390,infant length,in,,14957-5,stadiometer,,infant,15.55287045,15.69426395,16.69046318,18.23743198,19.04798877,19.98001406,21.03847535,21.44054865,21.73679485,40,15.52835957,21.77870694
300,53,infant length,cm,,14958-3,tape,,body length,43.22414827,43.34098839,43.48703855,43.87360195,45.42248492,47.67577787,49.27017754,49.90274417,50.40879748,6,43.19493824,50.5353108
301,422,length,in,,14957-5,infant body measurement tape,,body length,15.5856451,16.55337167,17.04415294,17.96384538,18.99162279,19.97715966,20.83604604,21.37759793,22.45787396,2236,13.28384465,24.76270398
302,410,length,cm,,14957-5,tape,,infant,44.27524949,46.72602335,47.49667605,47.9793187,49.48508697,51.92621661,53.42692986,54.14670834,55.86124599,18,43.66255603,56.2898804
303,446,infant length,ft,,14957-5,tape,,body length,1.284119059,1.368829294,1.422840897,1.496220428,1.583209714,1.669860631,1.747934308,1.801068176,1.870042832,1680,1.158416254,1.960473787
304,110,length,ft,,14957-5,infant body measurement tape,,body length,1.321722435,1.376031488,1.419875053,1.490306477,1.576541767,1.673043791,1.765673363,1.793609612,1.863177465,294,1.227110359,1.908100345
305,359,infant length,cm,,14957-5,stadiometer,,infant,43.47780608,45.18859654,45.84214796,47.54406497,49.88475267,51.24539508,54.46278443,55.30735099,57.42594361,75,43.32986656,58.14256218
306,259,length,cm,,14958-3,infant body measurement tape,,body length,43.03901317,44.95369279,46.16973981,48.00260249,50.00852463,51.96002479,53.74261487,54.82151969,56.94094894,4204,39.7608265,61.8516033
307,85,length,ft,,14957-5,infant body measurement tape,,body length,1.435543705,1.439292403,1.445430137,1.513339385,1.584229159,1.642855637,1.698188813,1.803740385,1.848511577,35,1.433786824,1.851200754
308,91,length,ft,,14957-5,stadiometer,,body length,1.300622683,1.37555153,1.415377885,1.497937571,1.584072595,1.663027554,1.740701039,1.789271802,1.897875209,1517,1.136495758,2.122323968
309,76,infant length,in,,14958-3,tape,,body length,17.75284116,18.14627869,18.6380756,19.50396081,19.74187496,20.70482596,21.39181559,21.84892067,22.21460472,7,17.65448178,22.30602574
310,123,infant length,cm,,14957-5,stadiometer,,infant,43.26068612,44.93227344,46.26236831,48.12431189,50.00636993,51.81746056,53.78145223,54.83839723,57.16324601,336,39.90363522,59.88001467
311,309,length,ft,,14957-5,tape,,body length,1.405383818,1.410245054,1.416321601,1.537979336,1.577022993,1.643429615,1.695925838,1.711202436,1.723423716,10,1.404168508,1.726479035
312,463,infant length,in,,14957-5,infant body measurement tape,,infant,15.96894775,16.6471421,17.20004191,18.05519258,19.08146932,20.14179575,21.2828359,21.73364901,23.09057548,475,15.34804442,24.14660105
313,368,length,cm,,14957-5,tape,,infant,43.26779851,45.36221947,46.15486357,47.63727643,49.89534639,51.55375346,53.73975628,54.52754752,56.35700884,243,42.74003808,59.04930492
314,160,infant length,in,,14957-5,infant body measurement tape,,infant,15.12285104,16.66272533,16.91309507,17.91160117,18.69588131,19.9361495,20.6271573,21.12372227,22.19536764,140,14.37522171,22.38715154
315,352,infant length,in,,14957-5,stadiometer,,infant,15.53589944,16.51253577,17.23126645,18.00741965,19.10261351,20.0438737,21.0166552,21.48786328,22.20390046,337,14.72441598,22.78134582
316,241,infant length,in,,14957-5,tape,,body length,15.57162387,16.33847677,17.12394693,18.08052833,18.98581987,20.09257513,20.98719164,21.41566344,22.14946317,252,14.92280044,22.88536029
317,503,length,ft,,14957-5,stadiometer,,infant,1.306475338,1.32286878,1.343360583,1.404835993,1.409017914,1.516120635,1.638775988,1.679661106,1.7123692,5,1.302376977,1.720546224
318,537,length,in,,14958-3,infant body measurement tape,,body length,17.53126989,17.81675758,18.17361718,18.39447456,19.02547647,19.45372484,19.93628801,20.19832935,20.40796243,9,17.45989797,20.4603707
319,84,length,in,,14957-5,stadiometer,,body length,15.73305473,16.47610811,17.2728537,18.25078498,18.93576261,20.02996693,20.75320137,21.05570809,21.83962706,75,15.22823894,22.81247793
320,339,length,ft,,14957-5,tape,,body length,1.301914048,1.369571236,1.419126368,1.49400253,1.577011816,1.65220978,1.732865946,1.768597419,1.857199381,483,1.198166915,2.020912209
321,439,length,in,,14958-3,stadiometer,,infant,16.33999895,17.10554293,17.40382001,17.96243949,18.67280764,19.78277474,20.51826408,20.65224225,21.81566442,41,15.98322812,22.20275228
322,204,infant length,in,,14957-5,tape,,infant,15.88881708,16.23740191,16.73164362,18.07173261,19.05530559,19.97731916,20.92819106,21.30664531,22.55254731,118,15.42929983,22.92148256
323,202,infant length,ft,,14957-5,stadiometer,,body length,1.159696084,1.363565846,1.400795164,1.482060996,1.582340495,1.677097646,1.756283581,1.779711064,1.825204278,71,1.107424787,1.837516196
324,236,length,cm,,14957-5,infant body measurement tape,,infant,43.38060178,45.21815568,46.15289133,48.02746745,49.911942,51.77450037,53.67353443,54.8637187,56.95526289,1412,39.78534777,59.65274417
325,426,infant length,cm,,14957-5,stadiometer,,body length,44.8465818,45.33714567,46.08530475,48.0574382,50.18664097,51.60408169,52.70024278,52.82631472,53.38064998,34,44.72940097,53.59590964
326,465,length,cm,,14957-5,tape,,body length,42.66654733,45.01824061,46.51950906,48.3495429,50.4049238,52.16047728,54.09886906,55.37450542,57.56565542,293,41.75651117,58.37551945
327,499,infant length,ft,,14958-3,tape,,body length,1.288040796,1.363873071,1.41496767,1.498147193,1.579940349,1.665750626,1.744407326,1.787932405,1.873760422,2841,1.160764383,2.034216012
328,349,length,cm,,14957-5,stadiometer,,infant,42.41393571,44.32884677,45.22371352,47.85054595,50.06593638,52.05617234,54.028227,54.93091723,56.06638612,207,41.02506278,57.72186579
329,256,infant length,ft,,14958-3,infant body measurement tape,,body length,1.344878816,1.416584596,1.43841732,1.539096504,1.631142772,1.678580275,1.734554808,1.773796338,1.921707084,27,1.322745089,1.971408592
330,545,infant length,in,,14957-5,infant body measurement tape,,infant,15.80093424,16.93180069,17.16163784,17.85837773,19.1302903,20.23850417,21.06916211,21.28420537,22.2542845,105,15.6739093,23.53129225
331,214,infant length,ft,,14958-3,infant body measurement tape,,body length,1.294583222,1.382632233,1.417823283,1.496976144,1.587801787,1.67207667,1.746207504,1.784790091,1.86741126,1177,1.115445812,1.939085165
332,297,length,cm,,14958-3,infant body measurement tape,,infant,43.68857612,44.92861383,46.22904571,48.03504386,50.04539806,52.40941019,54.22164178,54.85579385,56.93701767,181,41.96750494,59.02994262
333,572,infant length,in,,14957-5,stadiometer,,body length,15.43779862,16.51597785,17.10885519,18.01310664,19.03022433,20.02558087,20.96340543,21.41441364,22.69550141,776,14.3507231,23.54380085
334,300,length,in,,14958-3,infant body measurement tape,,body length,17.26915482,17.58488816,17.97955483,19.24928189,19.89319422,20.17634124,20.37323787,20.57464207,20.73576543,8,17.19022149,20.77604627
335,295,length,in,,14958-3,infant body measurement tape,,infant,15.6415483,16.57235478,17.13385545,17.98399927,18.95406349,19.96465235,20.85798739,21.4244406,22.27455295,3493,13.79981341,24.44378601
336,43,infant length,cm,,14958-3,tape,,infant,41.6420554,45.02845954,46.1093737,48.08623481,49.78506863,51.83067096,53.4036913,54.45731602,56.81173487,355,39.59780549,59.99043586
337,342,infant length,cm,,14957-5,stadiometer,,infant,46.15219351,46.62013028,47.20505125,47.71059152,50.07853618,51.50425418,51.91389753,52.01428736,52.09459923,9,46.03520931,52.11467719
338,319,infant length,ft,,14958-3,infant body measurement tape,,infant,1.313343018,1.403909497,1.429373745,1.507091285,1.583403986,1.661584331,1.710040568,1.728648176,1.799284738,76,1.292122994,1.831767079
339,8,infant length,ft,,14957-5,tape,,infant,1.265196799,1.368543972,1.416388772,1.494372997,1.579769683,1.664412526,1.74487465,1.788701764,1.868300003,2435,1.101849909,2.037699766
340,181,infant length,cm,,14957-5,tape,,body length,46.50785703,46.91452882,47.42286856,48.17461981,49.04848901,51.04556773,53.13934976,53.86235533,54.44075978,8,46.40618908,54.58536089
341,108,length,ft,,14958-3,infant body measurement tape,,infant,1.350106432,1.449958653,1.483475904,1.546858196,1.605741083,1.701111955,1.756988192,1.831518052,1.84691214,18,1.325143376,1.850760662
342,515,length,ft,,14957-5,infant body measurement tape,,infant,1.298100094,1.363489008,1.420251982,1.479025177,1.578850791,1.660446256,1.725686873,1.77549155,1.839084944,561,1.229819699,1.933250641
343,413,length,ft,,14957-5,tape,,infant,1.29437254,1.363815602,1.417937908,1.489005121,1.57193839,1.659488499,1.735120737,1.782102879,1.877132844,1542,1.163971429,2.026403178
344,356,length,cm,,14958-3,stadiometer,,body length,43.88909958,45.6188162,46.81080223,48.08013201,50.17015881,52.63181967,54.58418947,55.497624,57.11028849,280,39.50788535,58.97295626
345,189,length,cm,,14957-5,tape,,body length,42.98282202,44.86817017,45.97879188,48.16018178,50.08615464,52.30050437,53.95984828,55.36801657,57.33401305,674,40.95684701,60.24831132
346,23,length,in,,14957-5,infant body measurement tape,,body length,15.55292157,16.5071101,16.98881222,17.9222765,18.86881208,19.87986246,20.88932924,21.43791932,22.52530517,151,14.82070846,23.85272991
347,302,length,in,,14958-3,tape,,infant,15.7872419,16.60537006,17.06418585,17.99020094,19.02270738,20.00665662,20.85466231,21.45193406,22.58855783,622,15.2917218,24.89642088
348,59,length,cm,,14958-3,stadiometer,,infant,45.56751838,46.19891907,46.98816994,49.35592255,52.49593879,53.70717869,53.7685372,53.78899004,53.80535231,5,45.4096682,53.80944287
349,134,length,ft,,14957-5,stadiometer,,body length,1.278644594,1.375522378,1.419369779,1.503884479,1.584360524,1.670937536,1.737024033,1.782779403,1.861302476,533,1.194160471,1.891625249
350,587,infant length,cm,,14957-5,infant body measurement tape,,body length,43.7736862,45.02551136,45.78878263,47.58754129,49.9820404,52.25170009,54.08690027,55.06175916,58.07447361,122,42.67766481,59.24875449
351,158,length,in,,14957-5,stadiometer,,infant,15.92875401,16.7704053,17.1056386,18.0759438,19.07241553,20.16287651,20.88708508,21.37613012,22.93146287,393,14.70835407,23.6425877
352,148,infant length,ft,,14957-5,tape,,infant,1.288762639,1.369007038,1.441833342,1.509456101,1.583466554,1.673929214,1.759814324,1.796543718,1.856534979,272,1.173825213,1.878636475
353,470,length,ft,,14958-3,stadiometer,,body length,1.398703027,1.425256168,1.444630657,1.494807631,1.574913511,1.625518408,1.697127906,1.747080361,1.770728125,40,1.387406144,1.780747523
354,96,length,ft,,14958-3,infant body measurement tape,,body length,1.243553034,1.371457352,1.412680831,1.492433887,1.566272734,1.655063391,1.714407056,1.752239302,1.831162511,89,1.225861404,1.843191374
355,184,infant length,cm,,14958-3,tape,,body length,43.82589155,45.27666884,46.35396972,48.38296533,49.95371514,51.57536467,53.70334816,54.53495194,57.70205651,96,43.58676671,58.55395152
356,400,length,cm,,14957-5,infant body measurement tape,,infant,46.34815773,46.79348033,47.35013357,48.91883329,49.93294178,50.88827192,52.45937744,53.13003074,53.66655338,7,46.23682709,53.80068404
357,313,length,cm,,14958-3,stadiometer,,infant,44.33508774,44.74753438,45.83882654,47.33927284,49.59492777,52.06458515,53.6009347,54.98579502,57.18456827,55,44.01036174,57.91938372
358,111,infant length,in,,14957-5,tape,,infant,15.49382899,16.59039644,17.03668915,17.92710502,18.98942939,19.96653498,21.05667411,21.60174012,22.48096934,935,14.11263919,23.16170911
359,114,length,in,,14958-3,stadiometer,,infant,16.65631538,16.90188509,17.20884724,17.65191152,18.67521037,20.35593694,21.68066441,22.46266408,23.08826382,7,16.59492295,23.24466376
360,217,infant length,cm,,14958-3,stadiometer,,body length,43.61000232,44.69690792,45.83259497,47.82708975,50.0530783,52.05322687,53.57873717,54.42078665,56.67541185,155,43.0570051,59.92119662
361,34,length,in,,14958-3,tape,,body length,17.42934589,17.57724916,17.92681608,18.79871921,19.35235552,20.21311794,20.97227116,21.72609969,22.69373723,14,17.39237007,22.93564662
362,266,infant length,cm,,14957-5,tape,,body length,45.00112962,45.56544834,46.27084674,48.38531241,49.93350055,52.12162507,53.1780579,54.49339379,55.5456625,10,44.86004994,55.80872968
363,468,length,in,,14958-3,stadiometer,,infant,15.04286694,16.15741329,16.94484111,17.90875921,19.08183539,20.09188855,21.05056969,21.67551694,22.78917197,448,14.14825182,23.43583393
364,523,infant length,in,,14957-5,infant body measurement tape,,infant,16.47091703,16.85569491,17.33666726,18.63968546,19.5907871,19.78428028,20.47795763,20.92736808,21.28689645,7,16.37472256,21.37677854
365,187,infant length,ft,,14957-5,tape,,body length,1.321270011,1.336660392,1.350899609,1.451224279,1.576933737,1.631134351,1.725067815,1.775213796,1.809329814,31,1.318183592,1.813105055
366,156,infant length,ft,,14958-3,infant body measurement tape,,body length,1.297910938,1.377275339,1.423110157,1.511167506,1.584025874,1.664778733,1.714786509,1.752803179,1.817102499,190,1.193723353,1.863252626
367,294,infant length,cm,,14958-3,infant body measurement tape,,infant,42.94436645,44.66729584,45.88771499,47.74780398,49.85379127,51.80743295,53.56442707,54.56277678,56.4709554,1121,41.47720796,59.54704536
368,64,length,ft,,14958-3,infant body measurement tape,,infant,1.261085467,1.393221993,1.438501552,1.504861883,1.580566218,1.666675463,1.750491605,1.79727034,1.866477855,194,1.255136754,2.027604218
369,344,length,cm,,14958-3,infant body measurement tape,,infant,42.98033766,45.04801288,46.21893424,48.01758978,49.91994359,51.89408651,53.7009822,54.89625456,56.91864503,2254,38.78157179,59.88690058
370,450,length,cm,,14958-3,tape,,infant,46.79124898,47.03214627,47.24321677,48.66839377,50.16117537,51.64224387,52.53769239,53.95248976,55.19404746,22,46.7284958,55.50443547
371,494,infant length,in,,14957-5,stadiometer,,body length,16.17227502,16.65180439,17.0478155,17.89145107,18.993709,19.72583023,20.98024624,21.30169318,21.71354407,31,16.08719755,21.87223653
372,362,infant length,in,,14958-3,infant body measurement tape,,body length,15.68305362,16.52540675,17.1372627,18.05650662,18.93903733,19.86691879,20.78005303,21.20607159,22.61557779,135,15.38332298,22.75325827
373,109,infant length,in,,14958-3,infant body measurement tape,,infant,14.63222817,15.5299523,16.05651205,17.79128923,19.37231959,20.22026,20.65535906,21.03452069,21.14452016,25,14.39010336,21.15002847
374,272,infant length,ft,,14958-3,tape,,infant,1.297832813,1.373737751,1.417446757,1.487501435,1.580784235,1.664088868,1.745574318,1.786486992,1.873237053,1696,1.154932886,2.001948553
375,364,infant length,in,,14958-3,tape,,infant,15.4436004,16.35134823,16.83016019,17.83395092,18.91434125,19.78119291,20.91240426,21.35150505,22.27383091,777,14.03113299,22.799867
376,78,infant length,ft,,14958-3,tape,,body length,1.293024321,1.379547552,1.423997749,1.495237725,1.577001465,1.664470542,1.734091392,1.781485627,1.860841265,3083,1.128589172,2.008828317
377,232,length,ft,,14958-3,infant body measurement tape,,infant,1.288242879,1.360875172,1.437252299,1.519803029,1.599494164,1.647599556,1.676952046,1.692665726,1.741104243,22,1.269985869,1.753780374
378,212,length,ft,,14957-5,infant body measurement tape,,infant,1.268293075,1.424183232,1.44028143,1.518446235,1.573122984,1.646992397,1.681490253,1.731128663,1.837395576,45,1.209081079,1.868348916
379,69,length,ft,,14957-5,infant body measurement tape,,body length,1.33350002,1.373474252,1.422225305,1.489751076,1.573202745,1.66037213,1.724730309,1.758634283,1.784494606,83,1.29224859,1.788660024
380,486,infant length,cm,,14957-5,tape,,infant,43.25821476,45.12828783,46.21767814,48.00321263,49.94118067,52.0205924,53.91272587,54.99208308,57.12377527,4531,39.02811383,60.2049201
381,456,infant length,ft,,14958-3,tape,,body length,1.302706795,1.37719954,1.41951111,1.508675526,1.586623302,1.659796803,1.738080711,1.780397582,1.870749562,567,1.243224802,2.029078116
382,83,length,in,,14957-5,stadiometer,,body length,16.11282713,16.36549438,16.65778244,18.2334454,19.64552518,20.53647844,20.99613338,21.26396152,21.49247189,12,16.04966031,21.54959948
383,128,length,ft,,14957-5,infant body measurement tape,,body length,1.365588927,1.387154895,1.417867485,1.501739841,1.576525311,1.650324579,1.713138151,1.751719855,1.787428441,45,1.363340913,1.803155598
384,457,infant length,in,,14957-5,stadiometer,,body length,16.22265038,16.67911908,17.5797004,18.52380414,19.50105791,20.32517476,20.99321582,21.48929625,22.63910913,60,15.84199978,23.24482026
385,530,infant length,cm,,14957-5,infant body measurement tape,,infant,41.52458641,44.5846057,45.85918659,48.329781,49.72923048,51.07982703,53.75824006,54.67105261,57.91921549,53,39.65283492,59.41055568
386,377,infant length,ft,,14957-5,infant body measurement tape,,body length,1.593330368,1.594608965,1.59620721,1.611811398,1.651006182,1.677397887,1.701797621,1.718880146,1.732546167,8,1.593010719,1.735962672
387,104,infant length,ft,,14957-5,stadiometer,,body length,1.34261697,1.39961762,1.436185713,1.507206151,1.580716608,1.668146384,1.723487515,1.763031406,1.830947883,245,1.218201363,1.882117535
388,38,length,cm,,14958-3,tape,,infant,42.3378273,45.37717079,45.9211324,47.58561197,49.42831892,51.82809424,54.16730213,54.97174181,56.86160274,97,41.34910691,58.97084864
389,502,length,in,,14958-3,infant body measurement tape,,infant,14.86924499,16.37087963,16.83004707,17.83571589,18.85070868,19.99979482,21.07400303,21.48885627,22.24782622,159,14.05404689,22.52039655
390,378,infant length,in,,14957-5,infant body measurement tape,,infant,16.20760799,16.94179429,17.85952717,19.75738784,20.029354,20.28970731,20.93770173,21.23243696,21.46822515,6,16.02406141,21.52717219
391,330,infant length,ft,,14957-5,tape,,body length,1.29379325,1.372045561,1.413818354,1.49378251,1.579143637,1.665521333,1.739217344,1.787255798,1.865734957,1501,1.202675135,1.987234705
392,249,length,ft,,14957-5,stadiometer,,body length,1.292064479,1.372755886,1.420118595,1.493649154,1.580577258,1.65948977,1.737777603,1.779546071,1.867331165,2507,1.04508094,2.032476426
393,253,infant length,cm,,14957-5,infant body measurement tape,,infant,44.36388116,45.4184361,46.5425514,47.98997088,50.6107026,52.01986447,54.08059351,55.03096681,56.90131752,127,44.13422324,57.1307936
394,333,length,in,,14958-3,tape,,infant,15.65183887,16.53813668,17.06246209,17.97455338,18.97226937,20.00624749,20.87979599,21.48886694,22.55975201,2265,13.85880346,23.90678676
395,153,length,cm,,14957-5,stadiometer,,infant,43.57183757,45.22329045,46.62234199,48.35666736,50.23421417,52.3069285,53.93969218,54.86401076,56.6827055,353,41.1632045,58.31485032
396,66,infant length,in,,14958-3,tape,,infant,15.50896968,16.51856438,17.09731389,17.94385074,18.96135327,19.97983606,20.90481497,21.46853888,22.52411545,3283,14.46215715,24.55997036
397,591,infant length,ft,,14958-3,infant body measurement tape,,body length,1.300119395,1.362624735,1.415504933,1.489323643,1.575339979,1.655771882,1.736085824,1.780630443,1.868254284,1385,1.152637082,1.977621206
398,327,length,ft,,14957-5,stadiometer,,infant,1.331998541,1.358476757,1.391246889,1.487432886,1.563449372,1.679361908,1.751271305,1.790232801,1.832014549,70,1.317368449,1.890397259
399,100,length,cm,,14957-5,infant body measurement tape,,infant,43.17781506,45.11312859,46.16520469,47.88966359,49.90648377,51.98873661,53.76128082,54.8875478,57.12006706,3478,37.99068396,60.46885742
400,132,infant length,in,,14958-3,stadiometer,,infant,16.14574921,16.40092483,16.93490739,18.1986104,19.11852693,20.1727208,20.65368254,20.78061327,21.11938598,20,16.0819553,21.20407916
401,159,height,%,,14958-3,self-reported,,body,0.947746095,2.911388402,9.421308124,26.73715693,50.69172572,75.80101809,87.64210515,93.7519546,97.6095898,186,0.800145461,99.18165937
402,320,ht,percentile,,14957-5,stadiometer,,body,1.649401509,5.390126291,9.011648871,26.31240996,53.08034054,72.97538859,88.20076139,92.61721483,98.13232528,275,0.518826535,99.84546277
403,323,height,percentile,,14957-5,height rod,,full-body,0.609877711,5.442772683,8.244232835,23.91699907,41.68567799,74.91862933,86.42034818,90.1810912,94.92460709,95,0.491187959,97.25168244
404,196,height,%,,14957-5,digital stadiometer,,body,1.14803228,4.489752449,10.22288838,25.71153101,51.17164597,73.31577227,90.73221446,94.5197661,98.52828376,723,0.316719609,99.65078571
405,25,height,percentile,,14958-3,stadiometer,,body,1.309142719,4.678620463,10.15094348,24.08077338,50.41697649,77.08990147,90.96108749,95.6392049,98.8668379,617,0.032078439,99.82662484
406,471,ht,quantile,,14957-5,self-reported,,body,0.014726557,0.070003039,0.107823195,0.238438558,0.464742615,0.693877254,0.870958058,0.956990706,0.993780503,154,0.002533214,0.997517371
407,367,ht,quantile,,14957-5,digital stadiometer,,body,0.016847155,0.06417857,0.09274617,0.237114836,0.503885713,0.740399184,0.883823545,0.934739564,0.970778869,463,0.007230061,0.993307673
408,401,height,%,,14957-5,height rod,,body,2.084050066,8.83408276,16.24219874,32.68445155,55.71372815,76.38713852,93.5901521,96.64455434,97.44578719,68,1.518170087,98.78170897
409,509,ht,%,,14958-3,self-reported,,full-body,0.945940251,5.232019415,9.971036738,24.90193139,49.76191608,75.05952446,89.25260224,94.46664137,98.81097019,6085,0.057760394,99.96321836
410,568,ht,quantile,,14958-3,stadiometer,,body,0.012435188,0.054957768,0.112429552,0.239186516,0.472122507,0.72591904,0.867163657,0.928948875,0.981892092,317,0.008161964,0.999878454
411,282,ht,quantile,,14958-3,stadiometer,,full-body,0.01266241,0.044246989,0.090448577,0.223766098,0.477679474,0.732044139,0.89883617,0.943912132,0.987960388,1146,7.24E-05,0.999550202
412,500,height,percentile,,14957-5,self-reported,,body,5.020939801,12.62195261,16.22909377,27.89851805,52.41093376,79.14511116,91.29264368,94.97033435,99.57048743,70,3.835833869,99.91553368
413,157,height,percentile,,14958-3,height rod,,height,3.1362939,8.441165639,14.15384139,26.57254558,55.27314729,74.99839531,94.91161644,96.52906959,99.19315531,65,1.858471841,99.4987162
414,586,height,%,,14958-3,self-reported,,height,1.318035897,4.594007449,11.32724225,27.81334319,50.15227499,72.91493678,87.47774275,92.98312848,96.94777793,396,0.110732172,99.29238343
415,67,height,%,,14958-3,stadiometer,,body,11.51610553,11.78329551,13.01910674,18.2156445,36.46135742,59.08478551,65.87042074,75.00225251,88.07654208,14,11.44930803,91.34511447
416,334,ht,percentile,,14957-5,stadiometer,,body,1.045129521,3.596397461,8.839682526,25.18249865,50.73390399,74.94670854,88.43311117,93.38259429,97.77028955,322,0.077964861,99.22397612
417,560,height,quantile,,14957-5,height rod,,body,0.001810338,0.024989526,0.039688377,0.242475469,0.465324648,0.685134096,0.898357492,0.968665617,0.994125094,64,0.000476476,0.998552991
418,296,height,%,,14957-5,stadiometer,,body,1.189713562,4.936378722,9.453617435,24.2775527,49.43677576,74.97995147,89.52300651,94.85713871,98.70545162,2165,0.114701851,99.8608668
419,542,ht,percentile,,14957-5,stadiometer,,height,0.917802931,4.748419473,10.92072573,26.11425984,49.78092229,74.92931432,89.55545503,94.20226013,98.54062229,1465,0.193499255,99.97246698
420,262,height,%,,14957-5,stadiometer,,height,1.764591819,5.907990033,10.59618824,25.21932322,50.82233516,72.78818725,91.21277657,95.42399052,98.69072001,210,0.159006793,99.99458574
421,102,ht,percentile,,14958-3,height rod,,full-body,1.560414349,3.906857429,13.79202251,22.16057107,48.42687807,77.991238,93.47867002,95.3083189,96.14593614,35,0.510886063,96.55194266
422,507,height,percentile,,14957-5,self-reported,,full-body,13.63312874,16.35603605,19.75967019,35.11968158,44.63025427,67.59266518,93.92908164,96.87814736,99.23739993,11,12.95240191,99.82721307
423,144,ht,%,,14957-5,self-reported,,body,1.272364506,4.279178414,9.420408047,24.95554275,49.98061871,76.35517836,90.74056872,96.34021064,99.44413285,672,0.092396271,99.84232599
424,141,height,%,,14957-5,stadiometer,,full-body,1.167684126,6.106651226,11.92271344,26.20655093,50.59499359,75.73109631,90.56143637,95.85329003,98.98915955,1261,0.039282061,99.77669569
425,193,height,percentile,,14957-5,height rod,,height,1.496755685,5.738631433,9.224653316,25.33639476,49.14965499,71.9451508,87.49831629,92.23308541,97.57364477,282,0.252653102,99.2877749
426,303,height,%,,14958-3,stadiometer,,height,1.119010978,5.234910922,10.26340553,25.30443007,50.83199593,75.18498779,89.78113729,95.28306716,98.79780758,4646,0.051598036,99.99896683
427,245,height,quantile,,14958-3,stadiometer,,height,0.014544874,0.049147239,0.106025229,0.26474465,0.514280411,0.753346692,0.917292646,0.957804554,0.990160099,1815,0.001027562,0.999083698
428,379,height,quantile,,14958-3,self-reported,,full-body,0.010526651,0.051352435,0.098827743,0.248785213,0.495917875,0.761610452,0.909184244,0.95507972,0.99170176,4142,0.000211874,0.999844231
429,162,ht,quantile,,14957-5,digital stadiometer,,full-body,0.010788702,0.055458249,0.10943298,0.254140255,0.490975165,0.738623704,0.900170769,0.94947359,0.989814974,2220,0.000182261,0.99725674
430,191,height,%,,14958-3,digital stadiometer,,height,0.168551145,1.657918036,4.286263478,22.42338736,44.05673983,70.62465844,86.18900872,89.56271246,95.18985257,48,0.018886497,97.97329354
431,437,ht,%,,14957-5,stadiometer,,height,0.643918722,4.613788956,9.165077916,23.74411561,47.93075624,69.79281522,86.89767681,93.22345961,99.09847039,634,0.023952481,99.76055212
432,381,ht,percentile,,14957-5,digital stadiometer,,body,2.233605838,6.145388776,9.123525287,25.74351335,56.28392174,80.38071209,92.32239367,96.50632969,98.40560662,123,0.900507181,99.44714402
433,513,ht,percentile,,14957-5,digital stadiometer,,height,1.001930195,4.375601919,10.22885977,25.56286008,53.61092575,77.27935985,91.61990448,94.89800502,97.4474044,233,0.150871419,99.93442624
434,549,ht,percentile,,14957-5,height rod,,height,1.485718391,5.194950411,9.762283316,25.08207668,50.09673448,75.61582836,89.9218068,94.8593262,98.53346872,2070,0.065376057,99.97083015
435,541,height,quantile,,14958-3,stadiometer,,height,0.010862525,0.05448565,0.104998792,0.258980363,0.507790576,0.75535315,0.906761247,0.953313618,0.989595693,5402,7.90E-05,0.999973705
436,154,ht,%,,14957-5,height rod,,body,0.604898341,4.523516052,8.129646024,23.30928698,53.65819138,72.13873091,86.84295869,91.95517349,97.30903143,83,0.020664187,99.90563697
437,13,ht,percentile,,14958-3,stadiometer,,height,1.008310365,4.935565399,9.994389772,24.81332314,50.53184878,76.06711826,90.83746112,95.43498262,98.84867614,3031,0.010321492,99.98862173
438,240,ht,%,,14958-3,self-reported,,body,1.335715698,6.095288506,17.89941458,34.81198027,55.18606009,78.61642295,92.61533786,96.4566311,97.78987657,112,0.729916096,98.58464208
439,557,height,quantile,,14957-5,digital stadiometer,,body,0.013163209,0.043464285,0.104117568,0.236315008,0.465847891,0.733571548,0.903737485,0.955252376,0.987128056,749,6.92E-05,0.999103519
440,512,height,quantile,,14957-5,stadiometer,,height,0.005550115,0.052005796,0.097800111,0.262859366,0.514468326,0.77278094,0.924621844,0.958260906,0.998120172,422,0.000442373,0.999886374
441,112,height,quantile,,14958-3,digital stadiometer,,full-body,0.006556606,0.060720612,0.100671956,0.254232994,0.501121646,0.771177559,0.90624402,0.953813619,0.995089741,740,0.00063345,0.999117038
442,265,height,percentile,,14957-5,digital stadiometer,,height,1.092679286,3.81745796,9.148483603,24.85491916,48.44327808,76.64890151,89.73403732,96.11803082,98.87545802,599,0.052302566,99.8737904
